gene,rho,p,n,rho_adj_purity,p_adj_purity,n_purity,rho_adj_fibro,p_adj_fibro,log2FC_axis1,log2FC_axis2,direction_axis1,fdr,fdr_adj_purity,fdr_adj_fibro
PLAU,0.503441217368546,7.920094049158307e-13,178,0.5024944233166712,7.641577553797011e-11,149,0.4259954548613091,3.391407777035471e-09,1.6614466666666683,0.7222039434523797,up_in_TGM2high,6.963202400669411e-12,4.712306158174824e-10,2.0913681291718738e-08
EMP1,0.4812898002348732,1.0425900946930312e-11,178,0.5007650688596939,9.080448184178119e-11,149,0.40027974062469096,3.386199928943366e-08,1.3445983333333356,0.5903301339285694,up_in_TGM2high,7.071848120741771e-11,5.083759962928836e-10,1.3921044152322726e-07
ITGA2,0.4296973494806523,2.1576340462845195e-09,178,0.49801715581393663,1.1920698927490607e-10,149,0.40424980383739806,2.4037027907644376e-08,1.129419999999998,0.6447654761904769,up_in_TGM2high,9.211437659137757e-09,6.300940861673606e-10,1.0943431304992874e-07
IL11,0.458254005490908,1.2590986980121723e-10,178,0.476552962572323,9.211336327148421e-10,149,0.391514877537643,7.103480632956806e-08,1.796423333333334,0.670975669642857,up_in_TGM2high,6.655235975207197e-10,4.647537874152157e-09,2.464019844556892e-07
CRABP2,0.4763242755569836,1.8121771504496873e-11,178,0.4725296864656842,1.3306009878586716e-09,149,0.4508182039337126,3.040573486094126e-10,1.921334999999997,0.8585934523809513,up_in_TGM2high,1.1175092427773072e-10,6.421596071839676e-09,2.1093978559777997e-09
FAM83A,0.40271128304560333,2.5072285123529954e-08,178,0.4696446357883564,1.7271051481670407e-09,149,0.369152640324904,4.276994204298777e-07,2.563951666666667,1.6141447916666678,up_in_TGM2high,7.730621246421737e-08,7.987861310272563e-09,1.1579179431150348e-06
COX6B2,0.403883912446589,2.2638029065004458e-08,178,0.4598902575127268,4.098224540379206e-09,149,0.37982765627774573,1.8459194774611502e-07,1.9390583333333344,0.8474485119047639,up_in_TGM2high,7.390650665339691e-08,1.8196116959283676e-08,5.691585055505213e-07
CGB7,0.4167065741919998,7.219425712503961e-09,178,0.45910978986557494,4.386486123611694e-09,149,0.4204876631135238,5.643496599881725e-09,2.0560016666666656,1.0162622023809522,up_in_TGM2high,2.6711875136264656e-08,1.872692152772685e-08,3.132140612934357e-08
TNNT1,0.40294963947738305,2.4557933812231575e-08,178,0.4573019653676415,5.1311334578680015e-09,149,0.4015692410282239,3.030988913685829e-08,2.317651666666668,0.9332660714285704,up_in_TGM2high,7.730621246421737e-08,2.1094659771235117e-08,1.2939991131504885e-07
C16orf74,0.4450623398150286,4.833687758821615e-10,178,0.4478527213083245,1.1475442110968781e-08,149,0.3952678636202528,5.186082181860589e-08,1.7666499999999985,0.6090497767857146,up_in_TGM2high,2.3327797444747795e-09,4.3923243941983955e-08,1.918850407288418e-07
DKK1,0.4282039974603152,2.4854814068561333e-09,178,0.4474209497676758,1.1898422210678307e-08,149,0.3873364845049147,1.0037002393273563e-07,2.656035000000001,1.1530986607142868,up_in_TGM2high,1.0218090228186325e-08,4.402416217950973e-08,3.376082623192016e-07
HMGA2,0.4169519277264765,7.059936117034677e-09,178,0.446191761299673,1.3186277536322285e-08,149,0.39786062423988683,4.163432027447897e-08,2.1799566666666648,1.0726027529761888,up_in_TGM2high,2.6711875136264656e-08,4.721538085586367e-08,1.6505034108811308e-07
MYH16,0.40137196905339845,2.8160804835564025e-08,178,0.4450310225179511,1.452471767216316e-08,149,0.3953737369625146,5.1399665095499404e-08,1.765645,1.408440625,up_in_TGM2high,8.448241450669209e-08,5.038261442531596e-08,1.918850407288418e-07
P2RY2,0.39885459433638076,3.498423636122847e-08,178,0.4385279556000763,2.4799919643558727e-08,149,0.4090613684821925,1.577167680004711e-08,1.2537383333333318,0.8023714285714281,up_in_TGM2high,1.0219079568674632e-07,8.34179115283339e-08,7.893158520120575e-08
LAMA3,0.3602103777043125,7.86238391570592e-07,178,0.4303081964985022,4.799984550402635e-08,149,0.34167464202789655,3.25048396967286e-06,1.202468333333332,0.8154016369047614,up_in_TGM2high,1.646650216308221e-06,1.567053779690272e-07,7.21607441267375e-06
FOXL1,0.3674607337362716,4.519876788283728e-07,178,0.4286408974016489,5.476327814333415e-08,149,0.4127976118174273,1.131793113192275e-08,1.290238333333333,0.8469814732142869,up_in_TGM2high,1.0034126469989876e-06,1.7367782496885974e-07,5.982335026873453e-08
STRA6,0.41418979518665777,9.069303330551103e-09,178,0.4277857880088329,5.8577605658030866e-08,149,0.35150201769380973,1.6083889439569858e-06,1.5472033333333366,0.6593055803571453,up_in_TGM2high,3.247395708681201e-08,1.8061428411226183e-07,3.7193994329005294e-06
VGLL1,0.4185973523422508,6.07484440775411e-09,178,0.42533196123812594,7.099006140089854e-08,149,0.4086495156772028,1.635519332997957e-08,2.364821666666667,1.2167182291666672,up_in_TGM2high,2.4082418902168076e-08,2.0736570567104575e-07,7.893158520120575e-08
CDH3,0.4040807359283751,2.2252400677715665e-08,178,0.4237042476962131,8.057477682665592e-08,149,0.37292952988242184,3.187997896933325e-07,1.4779000000000035,0.7604655505952369,up_in_TGM2high,7.390650665339691e-08,2.2932821096817454e-07,9.073532475887156e-07
ANO1,0.38994541077038797,7.432316008551465e-08,178,0.42308729726693445,8.452217502473349e-08,149,0.3358812301379216,4.867133332425674e-06,0.9977583333333352,0.6693177083333328,up_in_TGM2high,2.0624676923730315e-07,2.3454903569363543e-07,1.0593172547044114e-05
AREG,0.39722893963267447,4.0207524426053535e-08,178,0.42273037915915956,8.688973791083153e-08,149,0.3748628077310787,2.738817334749942e-07,1.6337200000000047,0.9209814732142868,up_in_TGM2high,1.1443680028953697e-07,2.352380709293244e-07,8.000229583085358e-07
TGFA,0.38055660616743786,1.6057538140115179e-07,178,0.4218450093774513,9.30401578128541e-08,149,0.3849700928306675,1.2181769250669522e-07,1.138956666666667,0.5871785714285682,up_in_TGM2high,4.145085426866941e-07,2.4589184564825725e-07,3.976989373012697e-07
CGB5,0.38692345674766754,9.548818199266712e-08,178,0.42088140983612343,1.0020747798841307e-07,149,0.3602443123751617,8.429117251092043e-07,2.918088333333333,1.7829344494047614,up_in_TGM2high,2.523616238377631e-07,2.5867511759799653e-07,2.1758884066772484e-06
BEAN,0.4044401226050053,2.1564517705841515e-08,178,0.4171674752752957,1.331015860995766e-07,149,0.35921667454605277,9.103374612714155e-07,1.5305166666666672,0.825060788690477,up_in_TGM2high,7.390650665339691e-08,3.3577900129665914e-07,2.2965331409347075e-06
PRR11,0.3668138949668805,4.7513476679464547e-07,178,0.4102068370982448,2.2452979372053596e-07,149,0.32473606726267734,1.034518671468962e-05,1.4976650000000005,0.6139586309523803,up_in_TGM2high,1.0341168453765813e-06,5.538401578439887e-07,2.1265106024639776e-05
PKD1L2,0.3744663149380716,2.6131006050056985e-07,178,0.4057288910244769,3.1237179914541374e-07,149,0.31728215252239234,1.6852693761793033e-05,1.4774816666666664,0.6363532738095241,up_in_TGM2high,6.420473449651287e-07,7.537667327204549e-07,3.170591538235638e-05
C4orf26,0.3893664931074046,7.799317523545683e-08,178,0.40477464857953677,3.3493462513865336e-07,149,0.3696046942286259,4.129991660631613e-07,1.1366816666666666,0.6262514880952381,up_in_TGM2high,2.1115225490574899e-07,7.910158168168197e-07,1.1460726858252725e-06
KRT17,0.3702120053748741,3.650382314243719e-07,178,0.4022365640219073,4.027752318512495e-07,149,0.3194406908106949,1.4651221424062748e-05,2.525264999999997,1.6398757440476182,up_in_TGM2high,8.441509101688601e-07,9.314177236560144e-07,2.853132593106956e-05
KRT80,0.37682759912062475,2.1660843868751444e-07,178,0.39834491196009647,5.328455618114704e-07,149,0.3779450814421078,2.1454625702607432e-07,1.465518333333332,0.8170173363095241,up_in_TGM2high,5.46444015779866e-07,1.1845846951355042e-06,6.43638771078223e-07
CGB,0.36884160571990754,4.061285390390532e-07,178,0.39832519664281024,5.335967095204974e-07,149,0.3451827269784409,2.535473503937545e-06,2.772015000000001,1.6942649553571432,up_in_TGM2high,9.200054659864266e-07,1.1845846951355042e-06,5.7436236517768875e-06
SLC7A5,0.3739658782376937,2.7185788480505447e-07,178,0.3866607549779754,1.2087158152808211e-06,149,0.35378072952806233,1.3616156237149109e-06,0.9678850000000024,0.6441838541666645,up_in_TGM2high,6.420473449651287e-07,2.5801433749263683e-06,3.2157305155820237e-06
SLC16A3,0.37421782614321175,2.6649756535790617e-07,178,0.38605981198748757,1.2596584642455916e-06,149,0.3573175327973049,1.048717891839186e-06,1.062496666666668,0.616678125,up_in_TGM2high,6.420473449651287e-07,2.6381526326652954e-06,2.586837466536659e-06
KRT16,0.35476780447982453,1.1808174619359796e-06,178,0.3848430729598547,1.3691294255057836e-06,149,0.3275820104342578,8.557259332914517e-06,2.337848333333337,1.8015584821428567,up_in_TGM2high,2.383104332270795e-06,2.8143215968729995e-06,1.7921807282141726e-05
SLC2A1,0.31677392654126,1.6474809186806765e-05,178,0.38230459791481036,1.6273633825899043e-06,149,0.31400641369507326,2.0798896532572837e-05,0.9851616666666684,0.8386924107142857,up_in_TGM2high,2.6502953909210883e-05,3.284315190317807e-06,3.847795858525975e-05
LAMB3,0.31981687968823425,1.3510314420276198e-05,178,0.3811844143614176,1.755491229246687e-06,149,0.3317971597891542,6.438122988814343e-06,1.5462850000000028,1.1192502232142818,up_in_TGM2high,2.2053601480156738e-05,3.4796344008282546e-06,1.3742916379969077e-05
ANLN,0.31428863243925875,1.9341709804962545e-05,178,0.37361801581239296,2.907696478439097e-06,149,0.3120782751853542,2.3513811228812342e-05,1.2224649999999997,0.7111514880952363,up_in_TGM2high,3.008462415621184e-05,5.4704120187583015e-06,4.209730719997048e-05
CTSL2,0.3534447814675364,1.3020439192155133e-06,178,0.3648194131517513,5.1468785737899394e-06,149,0.3546456672875564,1.2777607231602563e-06,1.1848233333333311,0.7693355654761902,up_in_TGM2high,2.5808370541593213e-06,8.926617526416926e-06,3.083292179799749e-06
LY6D,0.3624442941612146,6.639028201448712e-07,178,0.3637695263565165,5.503657957791158e-06,149,0.30487600063140646,3.690709774694387e-05,2.860898333333333,1.4388172619047612,up_in_TGM2high,1.4171771737707829e-06,9.398554358689516e-06,6.302596692170415e-05
FOSL1,0.3142375647522313,1.9405285553262176e-05,178,0.3618952833849774,6.199541545965888e-06,149,0.3073374302523751,3.1678965325933254e-05,1.1392049999999987,0.7150004464285722,up_in_TGM2high,3.008462415621184e-05,1.011983987650314e-05,5.494320548716549e-05
CGB1,0.3127793801057913,2.1306123176349805e-05,178,0.3538013751466334,1.027905000724564e-05,149,0.30878817226295385,2.8933010917209078e-05,1.88918,1.2968840773809525,up_in_TGM2high,3.210636876774113e-05,1.6299636440060942e-05,5.097720971127314e-05
KCNN4,0.26157188468490705,0.00042057793963649946,178,0.349141614891917,1.3667116841155625e-05,149,0.3216947484799419,1.2644089420822187e-05,1.3289433333333314,0.7906431547619039,up_in_TGM2high,0.00045768775783972004,2.136690097701795e-05,2.506239153055826e-05
RHOD,0.3257788620204292,9.10204599775047e-06,178,0.3474768968056717,1.5114899531025823e-05,149,0.36504987149082574,5.860594864826576e-07,1.153859999999998,0.6888672619047629,up_in_TGM2high,1.578636102734847e-05,2.3302136776998142e-05,1.5488714999898808e-06
ITGB4,0.2773604588008948,0.0001781168619827874,178,0.3402293991260975,2.3276254317754514e-05,149,0.31226001548549137,2.3244301473604933e-05,1.162551666666669,0.7854155505952392,up_in_TGM2high,0.0002081154913693621,3.444885639027668e-05,4.209730719997048e-05
GJB3,0.29461117725166625,6.555332535900179e-05,178,0.32689050352784293,5.0123265902927506e-05,149,0.32385789336982673,1.0964754333492006e-05,1.613358333333334,1.1870311011904775,up_in_TGM2high,8.460952459126975e-05,6.545508841441121e-05,2.212886783668387e-05
KRT19,0.2647435416630469,0.0003553908614458777,178,0.3152686693403496,9.504748046447912e-05,149,0.3176034422007032,1.65063016321343e-05,1.1082249999999974,1.0288645089285726,up_in_TGM2high,0.00039448385620492423,0.00011593703661051848,3.1589646227015644e-05
