case_id	model	cell_line	chrom	split	node_id	bin	start	end	compartment_score	compartment	embedding_norm	umap_1	umap_2	cluster
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	28	3232	16160000	16165000	nan	unknown	6.2009721	22.321991	6.284236	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	29	3233	16165000	16170000	nan	unknown	6.2009721	22.550083	6.2944574	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	30	3234	16170000	16175000	nan	unknown	6.2009721	22.559492	6.3916669	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	31	3235	16175000	16180000	nan	unknown	6.2009721	22.513828	6.3665357	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	32	3236	16180000	16185000	nan	unknown	6.2009721	22.552174	6.5556717	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	33	3237	16185000	16190000	nan	unknown	6.2009721	22.287445	6.3274379	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	34	3238	16190000	16195000	nan	unknown	6.2009721	22.503426	6.1958909	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	35	3239	16195000	16200000	nan	unknown	6.2009721	22.572905	6.1209211	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	36	3240	16200000	16205000	nan	unknown	6.2009721	22.573263	6.5337334	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	37	3241	16205000	16210000	nan	unknown	6.2009721	22.486504	6.4680414	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	38	3242	16210000	16215000	nan	unknown	6.2009721	22.538818	6.520586	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	39	3243	16215000	16220000	nan	unknown	6.2009721	22.500017	6.2840981	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	40	3244	16220000	16225000	nan	unknown	6.2009721	22.589386	6.488368	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	41	3245	16225000	16230000	nan	unknown	6.2009721	22.412645	6.5417848	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	42	3246	16230000	16235000	nan	unknown	6.2009721	22.751986	6.3523092	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	43	3247	16235000	16240000	nan	unknown	6.2009721	22.576792	6.4084635	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	44	3248	16240000	16245000	nan	unknown	6.2009721	22.704731	6.1805816	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	45	3249	16245000	16250000	nan	unknown	6.2009721	22.434021	6.6748204	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	46	3250	16250000	16255000	nan	unknown	6.2009721	22.710255	6.2809067	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	47	3251	16255000	16260000	nan	unknown	6.2009721	22.387936	6.1616931	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	48	3252	16260000	16265000	nan	unknown	6.2009721	22.823456	6.3987598	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	49	3253	16265000	16270000	nan	unknown	6.2009721	22.434782	6.2863355	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	50	3254	16270000	16275000	nan	unknown	6.2009721	22.760756	6.2144446	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	51	3255	16275000	16280000	nan	unknown	6.2009721	22.65086	6.1166639	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	52	3256	16280000	16285000	nan	unknown	6.2009721	22.659285	6.307097	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	53	3257	16285000	16290000	nan	unknown	6.2009721	22.371059	6.5131898	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	54	3258	16290000	16295000	nan	unknown	6.2009721	22.54108	6.1635952	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	55	3259	16295000	16300000	nan	unknown	6.2009721	22.508905	6.5801201	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	56	3260	16300000	16305000	nan	unknown	6.2009721	22.496672	6.448163	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	57	3261	16305000	16310000	nan	unknown	6.2009721	22.620014	6.2588177	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	58	3262	16310000	16315000	nan	unknown	6.2009721	22.485025	6.5155101	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	59	3263	16315000	16320000	nan	unknown	6.2009721	22.451685	6.5566974	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	60	3264	16320000	16325000	nan	unknown	6.2009721	22.826529	6.1089916	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	61	3265	16325000	16330000	nan	unknown	6.2009721	22.729465	6.4296279	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	62	3266	16330000	16335000	nan	unknown	6.2009721	22.466986	6.5399313	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	63	3267	16335000	16340000	nan	unknown	6.2009721	22.506548	6.0004745	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	64	3268	16340000	16345000	nan	unknown	6.2009721	22.428352	6.5238185	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	65	3269	16345000	16350000	nan	unknown	6.2009721	22.434967	6.3453922	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	66	3270	16350000	16355000	nan	unknown	6.2009721	22.534769	6.2891726	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	67	3271	16355000	16360000	nan	unknown	6.2009721	22.583967	6.3585501	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	68	3272	16360000	16365000	nan	unknown	6.2009721	22.79281	6.1220074	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	69	3273	16365000	16370000	nan	unknown	6.2009721	22.299568	6.1093283	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	70	3274	16370000	16375000	nan	unknown	6.2009721	22.44577	6.49929	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	71	3275	16375000	16380000	nan	unknown	6.2009721	22.501793	6.3808064	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	72	3276	16380000	16385000	nan	unknown	6.2009721	22.647947	6.4095054	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	73	3277	16385000	16390000	nan	unknown	6.2009721	22.670969	6.3454409	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	74	3278	16390000	16395000	nan	unknown	6.2009721	22.694994	6.2353711	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	75	3279	16395000	16400000	nan	unknown	6.2009611	22.639944	6.1987457	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	76	3280	16400000	16405000	nan	unknown	7.0471716	8.457015	6.9320564	0
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	77	3281	16405000	16410000	nan	unknown	6.2009716	22.58658	6.0305777	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	78	3282	16410000	16415000	nan	unknown	6.2009721	22.567266	6.5099001	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	79	3283	16415000	16420000	nan	unknown	6.2009721	22.432409	6.4363413	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	80	3284	16420000	16425000	nan	unknown	6.2009721	22.467026	6.4963026	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	81	3285	16425000	16430000	nan	unknown	6.2009721	22.465298	6.3972034	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	82	3286	16430000	16435000	nan	unknown	6.2009721	22.573513	6.5306368	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	83	3287	16435000	16440000	nan	unknown	6.2009721	22.896894	6.3805857	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	84	3288	16440000	16445000	nan	unknown	6.2009721	22.409174	6.4560857	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	85	3289	16445000	16450000	nan	unknown	6.2009721	22.594202	6.2118568	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	86	3290	16450000	16455000	nan	unknown	6.2009721	22.54179	6.261939	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	87	3291	16455000	16460000	nan	unknown	6.2009721	22.540754	6.537797	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	88	3292	16460000	16465000	nan	unknown	6.2009721	22.760303	6.231998	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	89	3293	16465000	16470000	nan	unknown	6.2009721	22.782854	6.2117033	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	90	3294	16470000	16475000	nan	unknown	6.2009721	22.618959	6.2512279	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	91	3295	16475000	16480000	nan	unknown	6.2009721	22.314535	6.5361433	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	92	3296	16480000	16485000	nan	unknown	6.2009721	22.665001	6.1705098	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	93	3297	16485000	16490000	nan	unknown	6.2009721	22.544933	6.5089355	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	94	3298	16490000	16495000	nan	unknown	6.2009721	22.785217	6.2380438	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	95	3299	16495000	16500000	nan	unknown	6.2009721	22.560816	6.2741742	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	96	3300	16500000	16505000	nan	unknown	6.2009721	22.561403	6.3513217	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	97	3301	16505000	16510000	nan	unknown	6.2009721	22.661482	6.5729284	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	98	3302	16510000	16515000	nan	unknown	6.2009721	22.461576	6.1266775	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	99	3303	16515000	16520000	nan	unknown	6.2009721	22.62569	6.4517984	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	100	3304	16520000	16525000	nan	unknown	6.2009721	22.83984	6.4271255	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	101	3305	16525000	16530000	nan	unknown	6.2009721	22.751043	6.3233714	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	102	3306	16530000	16535000	nan	unknown	6.2009721	22.647907	6.2446666	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	103	3307	16535000	16540000	nan	unknown	6.2009721	22.721708	6.5061417	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	104	3308	16540000	16545000	nan	unknown	6.2009721	22.835106	6.3282599	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	105	3309	16545000	16550000	nan	unknown	6.2009721	22.616138	6.1987505	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	106	3310	16550000	16555000	nan	unknown	6.2009721	22.476177	6.5343814	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	107	3311	16555000	16560000	nan	unknown	6.2009721	22.577669	6.2855258	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	108	3312	16560000	16565000	nan	unknown	6.2009721	22.537931	6.4155226	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	109	3313	16565000	16570000	nan	unknown	6.2009721	22.467232	6.2034965	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	110	3314	16570000	16575000	nan	unknown	6.2009721	22.486168	6.3731742	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	111	3315	16575000	16580000	nan	unknown	6.2009721	22.404852	6.4650087	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	112	3316	16580000	16585000	nan	unknown	6.2009721	22.790688	6.2790418	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	113	3317	16585000	16590000	nan	unknown	6.2009721	22.497656	6.3766384	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	114	3318	16590000	16595000	nan	unknown	6.2009721	22.470554	6.5059848	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	115	3319	16595000	16600000	nan	unknown	6.2009721	22.706465	6.2245383	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	116	3320	16600000	16605000	nan	unknown	6.2009721	22.569645	6.0884042	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	117	3321	16605000	16610000	nan	unknown	6.2009721	22.786165	6.0955019	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	118	3322	16610000	16615000	nan	unknown	6.2009721	22.420094	6.3941765	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	119	3323	16615000	16620000	nan	unknown	6.2009721	22.459547	6.4481902	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	120	3324	16620000	16625000	nan	unknown	6.2009721	22.866489	6.4243846	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	121	3325	16625000	16630000	nan	unknown	6.2009721	22.487896	6.4965434	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	122	3326	16630000	16635000	nan	unknown	6.2009721	22.567215	6.455544	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	123	3327	16635000	16640000	nan	unknown	6.2009721	22.798018	6.1570277	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	124	3328	16640000	16645000	nan	unknown	6.2009721	22.523077	6.5132089	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	125	3329	16645000	16650000	nan	unknown	6.2009721	22.525835	6.4843273	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	126	3330	16650000	16655000	nan	unknown	6.2009721	22.75923	6.1413383	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	127	3331	16655000	16660000	nan	unknown	6.2009721	22.579039	6.2726483	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	128	3332	16660000	16665000	nan	unknown	6.2009721	22.559305	6.4911547	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	129	3333	16665000	16670000	nan	unknown	6.2009721	22.646244	6.4440517	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	130	3334	16670000	16675000	nan	unknown	6.2009721	22.630419	5.9901991	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	131	3335	16675000	16680000	nan	unknown	6.2009721	22.612778	6.2290568	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	132	3336	16680000	16685000	nan	unknown	6.2009721	22.366583	6.4701033	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	133	3337	16685000	16690000	nan	unknown	6.2009721	22.780138	6.23843	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	134	3338	16690000	16695000	nan	unknown	6.2009721	22.596245	6.173893	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	135	3339	16695000	16700000	nan	unknown	6.2009721	22.533312	6.3738236	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	136	3340	16700000	16705000	nan	unknown	6.2009721	22.472778	6.4838114	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	137	3341	16705000	16710000	nan	unknown	6.2009721	22.768461	6.3029957	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	138	3342	16710000	16715000	nan	unknown	6.2009721	22.538754	6.3174801	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	139	3343	16715000	16720000	nan	unknown	6.2009721	22.445061	6.3880768	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	140	3344	16720000	16725000	nan	unknown	6.2009721	22.765974	6.2234015	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	141	3345	16725000	16730000	nan	unknown	6.2009721	22.309664	6.105442	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	142	3346	16730000	16735000	nan	unknown	6.2009721	22.435463	6.4691901	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	143	3347	16735000	16740000	nan	unknown	6.2009721	22.616552	6.2667747	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	144	3348	16740000	16745000	nan	unknown	6.2009721	22.704508	6.3133636	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	145	3349	16745000	16750000	nan	unknown	6.2009721	22.469553	6.0164709	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	146	3350	16750000	16755000	nan	unknown	6.2009721	22.611231	6.3424749	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	147	3351	16755000	16760000	nan	unknown	6.2009721	22.489874	6.2969251	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	148	3352	16760000	16765000	nan	unknown	6.2009721	22.427977	6.1521134	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	149	3353	16765000	16770000	nan	unknown	6.2009721	22.688866	6.3473687	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	150	3354	16770000	16775000	nan	unknown	6.2009721	22.542097	6.2524023	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	151	3355	16775000	16780000	nan	unknown	6.2009721	22.616917	6.4935665	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	152	3356	16780000	16785000	nan	unknown	6.2009721	22.580818	6.3958535	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	153	3357	16785000	16790000	nan	unknown	6.2009721	22.691189	6.241653	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	154	3358	16790000	16795000	nan	unknown	6.2009721	22.717773	6.3609819	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	155	3359	16795000	16800000	nan	unknown	6.2009721	22.743372	6.352818	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	156	3360	16800000	16805000	nan	unknown	6.2009721	22.612755	6.4100971	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	157	3361	16805000	16810000	nan	unknown	6.2009721	22.63282	6.2512264	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	158	3362	16810000	16815000	nan	unknown	6.2009721	22.757345	6.2816219	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	159	3363	16815000	16820000	nan	unknown	6.2009721	22.695	6.3142605	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	160	3364	16820000	16825000	nan	unknown	6.2009721	22.400999	6.4163017	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	161	3365	16825000	16830000	nan	unknown	6.2009721	22.36068	6.0498476	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	162	3366	16830000	16835000	nan	unknown	6.2009721	22.582918	6.183497	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	163	3367	16835000	16840000	nan	unknown	6.2009721	22.683372	6.3578491	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	164	3368	16840000	16845000	nan	unknown	6.2009721	22.603258	6.2756343	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	165	3369	16845000	16850000	nan	unknown	6.2009721	22.456417	6.5584731	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	166	3370	16850000	16855000	nan	unknown	6.2009721	22.43586	6.4665136	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	167	3371	16855000	16860000	nan	unknown	6.2009721	22.621248	6.0879035	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	168	3372	16860000	16865000	nan	unknown	6.2009721	22.769339	6.2801013	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	169	3373	16865000	16870000	nan	unknown	6.2009721	22.484154	6.519341	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	170	3374	16870000	16875000	nan	unknown	6.2009721	22.804932	6.3873734	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	171	3375	16875000	16880000	nan	unknown	6.2009721	22.831573	6.300096	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	172	3376	16880000	16885000	nan	unknown	6.2009721	22.447878	6.6647754	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	173	3377	16885000	16890000	nan	unknown	6.2009721	22.657219	6.3022656	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	174	3378	16890000	16895000	nan	unknown	6.2009721	22.815702	6.1415977	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	175	3379	16895000	16900000	nan	unknown	6.2009721	22.661257	6.1568761	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	176	3380	16900000	16905000	nan	unknown	6.2009721	22.641502	6.4202576	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	177	3381	16905000	16910000	nan	unknown	6.2009721	22.707321	6.3798866	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	178	3382	16910000	16915000	nan	unknown	6.2009721	22.489134	6.2250223	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	179	3383	16915000	16920000	nan	unknown	6.2009721	22.450506	6.0185151	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	180	3384	16920000	16925000	nan	unknown	6.2009721	22.475508	6.554203	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	181	3385	16925000	16930000	nan	unknown	6.2009721	22.405394	6.4132628	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	182	3386	16930000	16935000	nan	unknown	6.2009721	22.361074	6.3833294	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	183	3387	16935000	16940000	nan	unknown	6.2009721	22.482262	6.2379117	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	184	3388	16940000	16945000	nan	unknown	6.2009721	22.476362	6.0393119	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	185	3389	16945000	16950000	nan	unknown	6.2009721	22.504147	6.3983908	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	186	3390	16950000	16955000	nan	unknown	6.2009721	22.568729	6.5794959	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	187	3391	16955000	16960000	nan	unknown	6.2009721	22.635246	6.3985314	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	188	3392	16960000	16965000	nan	unknown	6.2009721	22.740126	6.3807039	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	189	3393	16965000	16970000	nan	unknown	6.2009721	22.560602	6.293467	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	190	3394	16970000	16975000	nan	unknown	6.2009721	22.437408	6.5855255	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	191	3395	16975000	16980000	nan	unknown	6.2009721	22.586926	6.2766623	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	192	3396	16980000	16985000	nan	unknown	6.2009721	22.435852	6.4028888	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	193	3397	16985000	16990000	nan	unknown	6.2009721	22.666882	6.4121542	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	194	3398	16990000	16995000	nan	unknown	6.2009721	22.524757	6.4065104	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	195	3399	16995000	17000000	nan	unknown	6.2009721	22.543163	6.2851467	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	196	3400	17000000	17005000	nan	unknown	6.2009721	22.457888	6.5117292	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	197	3401	17005000	17010000	nan	unknown	6.2009721	22.598822	6.4112425	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	198	3402	17010000	17015000	nan	unknown	6.2009721	22.618332	6.2941437	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	199	3403	17015000	17020000	nan	unknown	6.2009721	22.546637	6.4065914	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	200	3404	17020000	17025000	nan	unknown	6.2009721	22.532261	6.4033413	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	201	3405	17025000	17030000	nan	unknown	6.2009721	22.639917	6.2248483	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	202	3406	17030000	17035000	nan	unknown	6.2009721	22.429289	6.4121075	3
comprehensive_k562_chr14	Comprehensive	K562	chr14	test	203	3407	17035000	17040000	nan	unknown	6.2009721	22.63195	6.4730148	3
